id,customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_int,payment_type,monthly_charges,total_charges,churn,tenure_month,has_churned,has_phone,has_internet,has_internet_and_phone,partner_dependents,start_day,phone_type,internet_type,contract_type
3778,5315-CKEQK,Male,1,Yes,Yes,2,1,1,Electronic check,51.0,1381.8,No,27.1,False,True,True,True,3,2018-11-03,Two or More Lines,DSL,1 Year
3779,5317-FLPJF,Female,0,No,No,0,1,2,Bank transfer (automatic),61.35,4193.4,No,68.4,False,False,True,False,0,2015-06-03,No Phone Service,DSL,2 Year
3780,5318-IXUZF,Female,0,No,No,1,2,0,Bank transfer (automatic),87.15,183.75,Yes,2.1,True,True,True,True,0,2020-12-03,One Line,Fiber Optic,Month-to-Month
3781,5318-YKDPV,Male,0,Yes,Yes,1,1,2,Credit card (automatic),79.15,3566.6,No,45.1,False,True,True,True,3,2017-05-03,One Line,DSL,2 Year
3782,5320-BRKGK,Female,0,Yes,Yes,2,1,2,Mailed check,75.8,4415.75,No,58.3,False,True,True,True,3,2016-04-03,Two or More Lines,DSL,2 Year
3783,5321-NTRKC,Male,0,Yes,Yes,2,1,2,Bank transfer (automatic),79.85,5234.95,No,65.6,False,True,True,True,3,2015-09-03,Two or More Lines,DSL,2 Year
3784,5322-TEUJK,Female,0,Yes,Yes,2,2,2,Bank transfer (automatic),114.6,8100.25,No,70.7,False,True,True,True,3,2015-04-03,Two or More Lines,Fiber Optic,2 Year
3785,5322-ZSMZY,Male,0,Yes,Yes,2,0,2,Mailed check,25.75,755.6,No,29.3,False,True,False,False,3,2018-09-03,Two or More Lines,No Internet Service,2 Year
3786,5324-KTGCG,Male,0,Yes,No,1,0,1,Electronic check,20.85,1539.75,No,73.8,False,True,False,False,1,2015-01-03,One Line,No Internet Service,1 Year
3787,5325-UWTWJ,Male,0,Yes,No,2,2,0,Credit card (automatic),90.55,2929.75,No,32.4,False,True,True,True,1,2018-06-03,Two or More Lines,Fiber Optic,Month-to-Month
3788,5327-CNLUQ,Male,0,Yes,No,2,2,2,Bank transfer (automatic),96.9,4473.45,No,46.2,False,True,True,True,1,2017-04-03,Two or More Lines,Fiber Optic,2 Year
3789,5327-XOKKY,Male,1,Yes,No,2,1,2,Credit card (automatic),73.45,5329.0,No,72.6,False,True,True,True,1,2015-02-03,Two or More Lines,DSL,2 Year
3790,5329-KRDTM,Male,1,Yes,No,2,1,2,Credit card (automatic),77.35,5396.25,No,69.8,False,True,True,True,1,2015-05-03,Two or More Lines,DSL,2 Year
3791,5331-RGMTT,Male,1,Yes,No,2,2,0,Credit card (automatic),99.05,5295.7,No,53.5,False,True,True,True,1,2016-09-03,Two or More Lines,Fiber Optic,Month-to-Month
3792,5334-AFQJB,Male,1,No,No,2,0,2,Credit card (automatic),25.1,1789.9,No,71.3,False,True,False,False,0,2015-03-03,Two or More Lines,No Internet Service,2 Year
3793,5334-JLAXU,Female,0,Yes,No,2,2,0,Credit card (automatic),94.1,5475.9,No,58.2,False,True,True,True,1,2016-04-03,Two or More Lines,Fiber Optic,Month-to-Month
3794,5336-UFNZP,Female,1,Yes,Yes,2,2,1,Electronic check,107.45,7047.5,No,65.6,False,True,True,True,3,2015-09-03,Two or More Lines,Fiber Optic,1 Year
3795,5337-IIWKZ,Male,0,Yes,Yes,0,1,0,Electronic check,44.85,1442.6,No,32.2,False,False,True,False,3,2018-06-03,No Phone Service,DSL,Month-to-Month
3796,5338-YHWYT,Male,0,No,Yes,1,1,2,Credit card (automatic),61.45,2302.35,No,37.5,False,True,True,True,2,2018-01-03,One Line,DSL,2 Year
3797,5339-PXDVH,Male,0,No,No,2,2,0,Electronic check,90.65,367.95,No,4.1,False,True,True,True,0,2020-10-03,Two or More Lines,Fiber Optic,Month-to-Month
3798,5339-TJFEK,Male,0,Yes,Yes,2,2,0,Electronic check,105.5,6487.2,No,61.5,False,True,True,True,3,2016-01-03,Two or More Lines,Fiber Optic,Month-to-Month
3799,5343-SGUBI,Female,0,No,No,2,2,1,Mailed check,80.2,4297.6,No,53.6,False,True,True,True,0,2016-09-03,Two or More Lines,Fiber Optic,1 Year
3800,5345-BMKWB,Male,0,Yes,No,1,0,0,Mailed check,20.25,158.35,No,7.8,False,True,False,False,1,2020-07-03,One Line,No Internet Service,Month-to-Month
3801,5346-BZCHP,Female,0,Yes,Yes,1,0,2,Mailed check,19.4,1346.2,No,69.4,False,True,False,False,3,2015-05-03,One Line,No Internet Service,2 Year
3802,5348-CAGXB,Male,0,No,No,2,2,0,Electronic check,89.55,1021.75,No,11.4,False,True,True,True,0,2020-03-03,Two or More Lines,Fiber Optic,Month-to-Month
3803,5349-AZPEW,Female,0,Yes,Yes,0,1,0,Mailed check,25.05,125.5,No,5.0,False,False,True,False,3,2020-09-03,No Phone Service,DSL,Month-to-Month
3804,5349-IECLD,Male,0,No,No,1,2,0,Electronic check,94.95,178.1,Yes,1.9,True,True,True,True,0,2021-01-03,One Line,Fiber Optic,Month-to-Month
3805,5351-QESIO,Male,0,No,Yes,0,1,0,Mailed check,24.2,24.2,No,1.0,False,False,True,False,2,2021-01-03,No Phone Service,DSL,Month-to-Month
3806,5353-WILCI,Female,0,No,No,1,1,0,Electronic check,56.05,1522.65,No,27.2,False,True,True,True,0,2018-11-03,One Line,DSL,Month-to-Month
3807,5356-CSVSQ,Female,0,No,No,2,1,0,Electronic check,64.6,174.2,No,2.7,False,True,True,True,0,2020-12-03,Two or More Lines,DSL,Month-to-Month
3808,5356-KZCKT,Male,0,No,No,2,0,2,Credit card (automatic),24.45,1513.6,No,61.9,False,True,False,False,0,2016-01-03,Two or More Lines,No Internet Service,2 Year
3809,5356-RHIPP,Male,0,No,No,1,0,0,Mailed check,20.2,20.2,Yes,1.0,True,True,False,False,0,2021-01-03,One Line,No Internet Service,Month-to-Month
3810,5357-TZHPP,Male,1,No,No,2,2,0,Credit card (automatic),84.4,732.5,Yes,8.7,True,True,True,True,0,2020-06-03,Two or More Lines,Fiber Optic,Month-to-Month
3811,5360-LJCNJ,Female,0,Yes,No,2,2,2,Bank transfer (automatic),105.15,7555.0,No,71.8,False,True,True,True,1,2015-03-03,Two or More Lines,Fiber Optic,2 Year
3812,5360-XGYAZ,Male,0,Yes,Yes,0,1,2,Bank transfer (automatic),65.65,4664.5,No,71.1,False,False,True,False,3,2015-03-03,No Phone Service,DSL,2 Year
3813,5364-EVNIB,Male,0,No,No,1,2,0,Electronic check,79.8,973.45,Yes,12.2,True,True,True,True,0,2020-02-03,One Line,Fiber Optic,Month-to-Month
3814,5364-XYIRR,Male,0,Yes,No,2,2,0,Electronic check,94.65,4812.75,Yes,50.8,True,True,True,True,1,2016-12-03,Two or More Lines,Fiber Optic,Month-to-Month
3815,5365-LLFYV,Female,0,No,No,1,1,0,Mailed check,45.85,105.6,No,2.3,False,True,True,True,0,2020-12-03,One Line,DSL,Month-to-Month
3816,5366-IJEQJ,Male,0,No,No,2,2,0,Electronic check,88.7,1761.45,Yes,19.9,True,True,True,True,0,2019-07-03,Two or More Lines,Fiber Optic,Month-to-Month
3817,5366-OBVMR,Female,0,Yes,No,1,1,0,Mailed check,50.3,908.75,No,18.1,False,True,True,True,1,2019-08-03,One Line,DSL,Month-to-Month
3818,5370-IIVVL,Male,0,No,No,2,2,1,Credit card (automatic),104.5,3778.0,No,36.2,False,True,True,True,0,2018-02-03,Two or More Lines,Fiber Optic,1 Year
3819,5371-VYLSX,Female,1,No,No,2,2,0,Electronic check,83.4,4113.7,No,49.3,False,True,True,True,0,2017-01-03,Two or More Lines,Fiber Optic,Month-to-Month
3820,5372-FBKBN,Female,0,No,Yes,1,0,0,Mailed check,20.75,452.2,No,21.8,False,True,False,False,2,2019-05-03,One Line,No Internet Service,Month-to-Month
3821,5373-SFODM,Male,1,Yes,No,2,2,0,Credit card (automatic),85.25,3132.75,Yes,36.7,True,True,True,True,1,2018-02-03,Two or More Lines,Fiber Optic,Month-to-Month
3822,5375-XLDOF,Male,0,Yes,Yes,2,2,2,Bank transfer (automatic),114.35,7665.8,No,67.0,False,True,True,True,3,2015-07-03,Two or More Lines,Fiber Optic,2 Year
3823,5376-DEQCP,Female,0,No,No,1,2,0,Electronic check,70.6,70.6,Yes,1.0,True,True,True,True,0,2021-01-03,One Line,Fiber Optic,Month-to-Month
3824,5376-PCKNB,Male,0,Yes,Yes,2,2,1,Credit card (automatic),104.45,7459.0,No,71.4,False,True,True,True,3,2015-03-03,Two or More Lines,Fiber Optic,1 Year
3825,5377-NDTOU,Female,0,Yes,Yes,2,1,2,Mailed check,91.05,6293.75,No,69.1,False,True,True,True,3,2015-05-03,Two or More Lines,DSL,2 Year
3826,5378-IKEEG,Female,0,No,No,0,1,0,Electronic check,35.75,35.75,Yes,1.0,True,False,True,False,0,2021-01-03,No Phone Service,DSL,Month-to-Month
3827,5380-AFSSK,Female,0,No,No,2,2,0,Mailed check,93.9,486.85,Yes,5.2,True,True,True,True,0,2020-09-03,Two or More Lines,Fiber Optic,Month-to-Month
3828,5380-WJKOV,Male,0,No,No,2,2,0,Electronic check,106.35,3549.25,Yes,33.4,True,True,True,True,0,2018-05-03,Two or More Lines,Fiber Optic,Month-to-Month
3829,5380-XPJNZ,Female,0,No,No,1,0,1,Mailed check,20.05,678.2,No,33.8,False,True,False,False,0,2018-05-03,One Line,No Internet Service,1 Year
3830,5382-SOYZL,Male,0,No,No,2,2,0,Electronic check,95.1,2162.6,No,22.7,False,True,True,True,0,2019-04-03,Two or More Lines,Fiber Optic,Month-to-Month
3831,5382-TEMLV,Male,0,No,No,1,1,0,Bank transfer (automatic),50.9,2298.55,No,45.2,False,True,True,True,0,2017-05-03,One Line,DSL,Month-to-Month
3832,5383-MMTWC,Female,1,Yes,No,2,2,0,Electronic check,84.0,613.4,Yes,7.3,True,True,True,True,1,2020-07-03,Two or More Lines,Fiber Optic,Month-to-Month
3833,5384-ZTTWP,Female,0,Yes,Yes,1,0,0,Mailed check,19.8,272.95,No,13.8,False,True,False,False,3,2020-01-03,One Line,No Internet Service,Month-to-Month
3834,5385-SUIRI,Male,1,Yes,No,2,2,0,Electronic check,104.2,5568.35,Yes,53.4,True,True,True,True,1,2016-09-03,Two or More Lines,Fiber Optic,Month-to-Month
3835,5386-THSLQ,Female,1,Yes,No,0,1,1,Bank transfer (automatic),45.55,3027.25,No,66.5,False,False,True,False,1,2015-08-03,No Phone Service,DSL,1 Year
3836,5387-ASZNZ,Female,1,No,No,2,1,1,Credit card (automatic),63.85,4174.35,No,65.4,False,True,True,True,0,2015-09-03,Two or More Lines,DSL,1 Year
3837,5389-FFVKB,Male,1,Yes,No,1,2,0,Credit card (automatic),80.3,2483.05,Yes,30.9,True,True,True,True,1,2018-08-03,One Line,Fiber Optic,Month-to-Month
3838,5392-AKEMH,Female,0,No,No,1,1,0,Electronic check,45.05,523.1,No,11.6,False,True,True,True,0,2020-03-03,One Line,DSL,Month-to-Month
3839,5393-HJZSM,Female,0,Yes,Yes,1,1,0,Bank transfer (automatic),76.3,2404.15,No,31.5,False,True,True,True,3,2018-07-03,One Line,DSL,Month-to-Month
3840,5393-RXQSZ,Male,0,No,No,1,2,0,Electronic check,79.6,79.6,Yes,1.0,True,True,True,True,0,2021-01-03,One Line,Fiber Optic,Month-to-Month
3841,5394-MEITZ,Female,0,Yes,Yes,1,1,2,Bank transfer (automatic),80.6,4946.7,No,61.4,False,True,True,True,3,2016-01-03,One Line,DSL,2 Year
3842,5394-SVGJV,Male,0,No,No,2,2,0,Bank transfer (automatic),98.8,3475.55,Yes,35.2,True,True,True,True,0,2018-03-03,Two or More Lines,Fiber Optic,Month-to-Month
3843,5396-IZEPB,Male,0,No,No,1,0,0,Credit card (automatic),19.7,180.7,No,9.2,False,True,False,False,0,2020-05-03,One Line,No Internet Service,Month-to-Month
3844,5397-NSKQG,Male,0,Yes,Yes,0,1,2,Credit card (automatic),50.9,3281.65,No,64.5,False,False,True,False,3,2015-10-03,No Phone Service,DSL,2 Year
3845,5397-TUPSH,Male,1,Yes,No,1,2,1,Bank transfer (automatic),70.95,4555.2,No,64.2,False,True,True,True,1,2015-10-03,One Line,Fiber Optic,1 Year
3846,5399-ZIMKF,Male,0,No,No,1,2,0,Electronic check,74.65,383.65,No,5.1,False,True,True,True,0,2020-09-03,One Line,Fiber Optic,Month-to-Month
3847,5402-HTOTQ,Male,0,No,No,2,1,0,Electronic check,55.3,875.35,No,15.8,False,True,True,True,0,2019-11-03,Two or More Lines,DSL,Month-to-Month
3848,5404-GGUKR,Male,0,No,No,1,1,0,Electronic check,51.35,262.3,No,5.1,False,True,True,True,0,2020-09-03,One Line,DSL,Month-to-Month
3849,5405-ZMYXQ,Female,0,No,No,2,2,0,Credit card (automatic),74.6,548.9,No,7.4,False,True,True,True,0,2020-07-03,Two or More Lines,Fiber Optic,Month-to-Month
3850,5406-KGRMX,Female,0,No,No,2,0,2,Electronic check,24.55,1719.15,No,70.0,False,True,False,False,0,2015-04-03,Two or More Lines,No Internet Service,2 Year
3851,5414-OFQCB,Male,0,No,No,2,2,2,Credit card (automatic),90.45,5229.8,No,57.8,False,True,True,True,0,2016-05-03,Two or More Lines,Fiber Optic,2 Year
3852,5419-CONWX,Female,1,No,No,1,2,0,Credit card (automatic),99.8,442.85,Yes,4.4,True,True,True,True,0,2020-10-03,One Line,Fiber Optic,Month-to-Month
3853,5419-JKZNQ,Male,1,Yes,No,2,2,0,Mailed check,77.9,2351.45,No,30.2,False,True,True,True,1,2018-08-03,Two or More Lines,Fiber Optic,Month-to-Month
3854,5419-JPRRN,Male,0,No,No,2,2,0,Electronic check,101.45,101.45,Yes,1.0,True,True,True,True,0,2021-01-03,Two or More Lines,Fiber Optic,Month-to-Month
3855,5419-KLXBN,Female,0,Yes,Yes,1,2,0,Bank transfer (automatic),89.15,2257.75,Yes,25.3,True,True,True,True,3,2019-01-03,One Line,Fiber Optic,Month-to-Month
3856,5423-BHIXO,Female,0,No,No,2,1,0,Electronic check,54.2,1739.6,No,32.1,False,True,True,True,0,2018-06-03,Two or More Lines,DSL,Month-to-Month
3857,5424-RLQLC,Male,0,No,No,1,1,0,Mailed check,59.65,638.95,No,10.7,False,True,True,True,0,2020-04-03,One Line,DSL,Month-to-Month
3858,5429-LWCMV,Female,0,No,No,2,2,0,Electronic check,89.15,1057.55,No,11.9,False,True,True,True,0,2020-03-03,Two or More Lines,Fiber Optic,Month-to-Month
3859,5433-KYGHE,Female,0,No,Yes,2,2,0,Mailed check,86.0,1164.05,No,13.5,False,True,True,True,2,2020-01-03,Two or More Lines,Fiber Optic,Month-to-Month
3860,5438-QMDDL,Female,0,Yes,No,1,1,0,Mailed check,59.8,1130.85,No,18.9,False,True,True,True,1,2019-08-03,One Line,DSL,Month-to-Month
3861,5439-WIKXB,Male,1,Yes,No,1,2,0,Electronic check,94.55,3851.45,No,40.7,False,True,True,True,1,2017-10-03,One Line,Fiber Optic,Month-to-Month
3862,5440-FLBQG,Male,1,Yes,No,2,2,2,Bank transfer (automatic),108.4,7318.2,Yes,67.5,True,True,True,True,1,2015-07-03,Two or More Lines,Fiber Optic,2 Year
3863,5440-VHLUL,Male,0,No,No,2,2,1,Bank transfer (automatic),105.2,7386.05,No,70.2,False,True,True,True,0,2015-04-03,Two or More Lines,Fiber Optic,1 Year
3864,5442-BHQNG,Female,0,No,No,1,2,0,Electronic check,70.35,139.25,No,2.0,False,True,True,True,0,2021-01-03,One Line,Fiber Optic,Month-to-Month
3865,5442-BXVND,Female,0,Yes,Yes,2,0,0,Bank transfer (automatic),24.25,838.5,No,34.6,False,True,False,False,3,2018-04-03,Two or More Lines,No Internet Service,Month-to-Month
3866,5442-PPTJY,Male,0,Yes,Yes,1,0,2,Mailed check,19.7,258.35,No,13.1,False,True,False,False,3,2020-01-03,One Line,No Internet Service,2 Year
3867,5442-UTCVD,Male,0,No,Yes,2,2,0,Electronic check,91.85,257.05,Yes,2.8,True,True,True,True,2,2020-12-03,Two or More Lines,Fiber Optic,Month-to-Month
3868,5442-XSDCW,Male,0,Yes,Yes,1,2,0,Bank transfer (automatic),79.5,868.5,Yes,10.9,True,True,True,True,3,2020-04-03,One Line,Fiber Optic,Month-to-Month
3869,5443-SCMKX,Female,0,Yes,No,2,2,1,Electronic check,94.3,5610.15,No,59.5,False,True,True,True,1,2016-03-03,Two or More Lines,Fiber Optic,1 Year
3870,5445-GLVOT,Female,0,No,No,1,1,0,Electronic check,49.8,1049.05,No,21.1,False,True,True,True,0,2019-05-03,One Line,DSL,Month-to-Month
3871,5445-PZWGX,Male,0,No,No,2,2,1,Electronic check,102.0,6529.25,Yes,64.0,True,True,True,True,0,2015-10-03,Two or More Lines,Fiber Optic,1 Year
3872,5445-UTODQ,Female,0,Yes,No,1,2,0,Electronic check,81.1,576.65,Yes,7.1,True,True,True,True,1,2020-07-03,One Line,Fiber Optic,Month-to-Month
3873,5446-DKWYW,Female,1,Yes,Yes,2,1,1,Electronic check,65.2,3965.05,No,60.8,False,True,True,True,3,2016-02-03,Two or More Lines,DSL,1 Year
3874,5447-VYTKW,Male,0,No,No,1,1,0,Mailed check,53.45,1461.45,No,27.3,False,True,True,True,0,2018-11-03,One Line,DSL,Month-to-Month
3875,5447-WZAFP,Female,0,No,No,1,2,1,Mailed check,100.3,5200.8,No,51.9,False,True,True,True,0,2016-11-03,One Line,Fiber Optic,1 Year
3876,5448-VWNAM,Female,0,No,Yes,2,1,0,Mailed check,75.9,1375.6,No,18.1,False,True,True,True,2,2019-08-03,Two or More Lines,DSL,Month-to-Month
3877,5449-FIBXJ,Male,0,Yes,Yes,2,2,0,Electronic check,103.3,2012.7,Yes,19.5,True,True,True,True,3,2019-07-03,Two or More Lines,Fiber Optic,Month-to-Month
3878,5451-MHQOF,Male,0,Yes,Yes,2,0,1,Mailed check,24.45,1431.65,No,58.6,False,True,False,False,3,2016-04-03,Two or More Lines,No Internet Service,1 Year
3879,5451-YHYPW,Female,1,Yes,No,2,2,2,Credit card (automatic),115.75,8443.7,No,72.9,False,True,True,True,1,2015-02-03,Two or More Lines,Fiber Optic,2 Year
3880,5453-AXEPF,Male,0,Yes,No,2,2,0,Bank transfer (automatic),80.5,1336.9,No,16.6,False,True,True,True,1,2019-10-03,Two or More Lines,Fiber Optic,Month-to-Month
3881,5453-YBTWV,Male,0,Yes,Yes,1,2,2,Credit card (automatic),101.1,6994.8,No,69.2,False,True,True,True,3,2015-05-03,One Line,Fiber Optic,2 Year
3882,5456-ITGIC,Male,1,Yes,No,0,1,2,Credit card (automatic),64.45,4641.1,No,72.0,False,False,True,False,1,2015-02-03,No Phone Service,DSL,2 Year
3883,5457-COLHT,Male,0,Yes,Yes,1,1,2,Bank transfer (automatic),80.65,5542.55,No,68.7,False,True,True,True,3,2015-06-03,One Line,DSL,2 Year
3884,5458-CQJTA,Male,0,Yes,Yes,1,1,2,Bank transfer (automatic),74.8,4820.15,Yes,64.4,True,True,True,True,3,2015-10-03,One Line,DSL,2 Year
3885,5461-QKNTN,Male,1,Yes,No,2,2,0,Electronic check,94.3,3953.15,No,41.9,False,True,True,True,1,2017-09-03,Two or More Lines,Fiber Optic,Month-to-Month
3886,5465-BUBFA,Female,0,Yes,Yes,1,0,2,Bank transfer (automatic),19.3,772.4,No,40.0,False,True,False,False,3,2017-10-03,One Line,No Internet Service,2 Year
3887,5468-BPMMO,Male,0,Yes,No,1,0,0,Electronic check,19.6,851.2,No,43.4,False,True,False,False,1,2017-07-03,One Line,No Internet Service,Month-to-Month
3888,5469-CTCWN,Male,0,Yes,Yes,2,2,1,Electronic check,106.0,6547.7,Yes,61.8,True,True,True,True,3,2016-01-03,Two or More Lines,Fiber Optic,1 Year
3889,5469-NUJUR,Male,0,No,No,1,0,2,Mailed check,19.95,373.5,No,18.7,False,True,False,False,0,2019-08-03,One Line,No Internet Service,2 Year
3890,5472-CVMDX,Female,0,No,No,0,1,2,Mailed check,38.9,2719.2,No,69.9,False,False,True,False,0,2015-05-03,No Phone Service,DSL,2 Year
3891,5473-KHBPS,Female,0,Yes,Yes,2,2,1,Credit card (automatic),95.7,4976.15,No,52.0,False,True,True,True,3,2016-11-03,Two or More Lines,Fiber Optic,1 Year
3892,5474-LAMUQ,Male,0,Yes,No,1,0,1,Mailed check,20.1,533.9,No,26.6,False,True,False,False,1,2018-12-03,One Line,No Internet Service,1 Year
3893,5478-JJVZK,Female,0,No,No,2,1,0,Mailed check,60.9,2033.85,No,33.4,False,True,True,True,0,2018-05-03,Two or More Lines,DSL,Month-to-Month
3894,5480-HPRRX,Female,1,No,No,0,1,0,Electronic check,25.3,77.75,Yes,3.1,True,False,True,False,0,2020-11-03,No Phone Service,DSL,Month-to-Month
3895,5480-TBGPH,Female,0,Yes,No,1,2,0,Credit card (automatic),99.3,2431.35,Yes,24.5,True,True,True,True,1,2019-02-03,One Line,Fiber Optic,Month-to-Month
3896,5480-XTFFL,Female,0,Yes,Yes,1,0,2,Mailed check,21.0,697.7,No,33.2,False,True,False,False,3,2018-05-03,One Line,No Internet Service,2 Year
3897,5481-NTDOH,Female,1,Yes,No,2,2,1,Credit card (automatic),107.05,7142.5,No,66.7,False,True,True,True,1,2015-08-03,Two or More Lines,Fiber Optic,1 Year
3898,5482-NUPNA,Female,0,No,No,1,1,0,Mailed check,60.4,272.15,Yes,4.5,True,True,True,True,0,2020-10-03,One Line,DSL,Month-to-Month
3899,5482-PLVPE,Female,1,No,No,0,1,0,Electronic check,24.35,41.85,Yes,1.7,True,False,True,False,0,2021-01-03,No Phone Service,DSL,Month-to-Month
3900,5482-VXSXJ,Male,0,No,No,1,2,0,Mailed check,93.2,2157.3,No,23.1,False,True,True,True,0,2019-03-03,One Line,Fiber Optic,Month-to-Month
3901,5485-ITNPC,Male,0,Yes,No,1,1,2,Bank transfer (automatic),85.9,5595.3,No,65.1,False,True,True,True,1,2015-09-03,One Line,DSL,2 Year
3902,5485-WUYWF,Male,1,No,No,1,1,0,Bank transfer (automatic),66.4,94.55,Yes,1.4,True,True,True,True,0,2021-01-03,One Line,DSL,Month-to-Month
3903,5493-SDRDQ,Male,0,No,No,1,1,0,Mailed check,55.1,113.35,Yes,2.1,True,True,True,True,0,2020-12-03,One Line,DSL,Month-to-Month
3904,5494-HECPR,Female,0,No,No,1,2,0,Electronic check,80.25,80.25,Yes,1.0,True,True,True,True,0,2021-01-03,One Line,Fiber Optic,Month-to-Month
3905,5494-WOZRZ,Female,0,Yes,Yes,1,1,2,Credit card (automatic),82.0,5999.85,No,73.2,False,True,True,True,3,2015-01-03,One Line,DSL,2 Year
3906,5495-GPSRW,Male,0,No,No,1,0,2,Mailed check,19.7,419.4,No,21.3,False,True,False,False,0,2019-05-03,One Line,No Internet Service,2 Year
3907,5498-IBWPI,Female,0,Yes,Yes,1,1,1,Credit card (automatic),49.4,3251.85,No,65.8,False,True,True,True,3,2015-09-03,One Line,DSL,1 Year
3908,5498-TXHLF,Female,0,Yes,Yes,2,2,0,Electronic check,87.45,2874.15,Yes,32.9,True,True,True,True,3,2018-06-03,Two or More Lines,Fiber Optic,Month-to-Month
3909,5499-ECUTN,Female,0,Yes,No,1,1,1,Credit card (automatic),66.05,3021.45,No,45.7,False,True,True,True,1,2017-05-03,One Line,DSL,1 Year
3910,5501-TVMGM,Male,0,No,No,1,1,0,Electronic check,55.25,55.25,No,1.0,False,True,True,True,0,2021-01-03,One Line,DSL,Month-to-Month
3911,5502-RLUYV,Female,0,Yes,Yes,2,2,0,Electronic check,103.95,7446.9,Yes,71.6,True,True,True,True,3,2015-03-03,Two or More Lines,Fiber Optic,Month-to-Month
3912,5504-WSIUR,Female,0,No,No,2,2,1,Bank transfer (automatic),90.25,6385.95,No,70.8,False,True,True,True,0,2015-04-03,Two or More Lines,Fiber Optic,1 Year
3913,5505-OVWQW,Female,0,No,No,1,0,1,Mailed check,20.15,353.65,No,17.6,False,True,False,False,0,2019-09-03,One Line,No Internet Service,1 Year
3914,5510-BOIUJ,Male,0,No,Yes,1,0,0,Mailed check,19.25,19.25,Yes,1.0,True,True,False,False,2,2021-01-03,One Line,No Internet Service,Month-to-Month
3915,5512-IDZEI,Male,0,Yes,Yes,2,0,1,Electronic check,24.9,1174.8,No,47.2,False,True,False,False,3,2017-03-03,Two or More Lines,No Internet Service,1 Year
3916,5514-YQENT,Male,0,No,Yes,1,2,2,Electronic check,111.15,4507.15,No,40.6,False,True,True,True,2,2017-10-03,One Line,Fiber Optic,2 Year
3917,5515-AKOAJ,Female,0,No,No,2,2,0,Electronic check,100.1,5440.9,Yes,54.4,True,True,True,True,0,2016-08-03,Two or More Lines,Fiber Optic,Month-to-Month
3918,5515-IDEJJ,Male,0,Yes,Yes,1,0,0,Mailed check,19.9,19.9,Yes,1.0,True,True,False,False,3,2021-01-03,One Line,No Internet Service,Month-to-Month
3919,5515-RUGKN,Male,0,No,No,1,1,0,Credit card (automatic),54.75,438.05,No,8.0,False,True,True,True,0,2020-06-03,One Line,DSL,Month-to-Month
3920,5519-NPHVG,Female,0,No,No,2,2,0,Electronic check,94.2,1046.1,Yes,11.1,True,True,True,True,0,2020-03-03,Two or More Lines,Fiber Optic,Month-to-Month
3921,5519-TEEUH,Male,0,No,Yes,1,0,1,Mailed check,20.15,682.15,No,33.9,False,True,False,False,2,2018-05-03,One Line,No Internet Service,1 Year
3922,5519-YLDGW,Female,0,Yes,No,2,2,0,Electronic check,103.9,2254.2,Yes,21.7,True,True,True,True,1,2019-05-03,Two or More Lines,Fiber Optic,Month-to-Month
3923,5520-FVEWJ,Female,0,Yes,Yes,2,2,0,Electronic check,84.5,916.9,Yes,10.9,True,True,True,True,3,2020-04-03,Two or More Lines,Fiber Optic,Month-to-Month
3924,5522-JBWMO,Male,0,No,Yes,1,1,0,Electronic check,44.0,44.0,No,1.0,False,True,True,True,2,2021-01-03,One Line,DSL,Month-to-Month
3925,5522-NYKPB,Male,0,Yes,Yes,1,2,0,Electronic check,85.9,2199.05,No,25.6,False,True,True,True,3,2019-01-03,One Line,Fiber Optic,Month-to-Month
3926,5524-KHNJP,Male,0,Yes,Yes,1,1,1,Credit card (automatic),74.75,2453.3,No,32.8,False,True,True,True,3,2018-06-03,One Line,DSL,1 Year
3927,5527-ACHSO,Female,0,No,No,1,1,0,Mailed check,70.5,829.3,No,11.8,False,True,True,True,0,2020-03-03,One Line,DSL,Month-to-Month
3928,5529-GIBVH,Female,0,No,No,1,0,2,Mailed check,20.15,1046.2,No,51.9,False,True,False,False,0,2016-11-03,One Line,No Internet Service,2 Year
3929,5533-NHFRF,Male,1,No,No,0,1,0,Electronic check,44.4,265.8,No,6.0,False,False,True,False,0,2020-09-03,No Phone Service,DSL,Month-to-Month
3930,5533-RJFTJ,Male,0,No,No,0,1,0,Bank transfer (automatic),30.2,1453.1,No,48.1,False,False,True,False,0,2017-02-03,No Phone Service,DSL,Month-to-Month
3931,5536-RTPWK,Male,0,Yes,No,2,2,0,Bank transfer (automatic),99.05,4853.75,Yes,49.0,True,True,True,True,1,2017-01-03,Two or More Lines,Fiber Optic,Month-to-Month
3932,5536-SLHPM,Female,0,Yes,No,2,2,0,Electronic check,77.75,4458.15,Yes,57.3,True,True,True,True,1,2016-05-03,Two or More Lines,Fiber Optic,Month-to-Month
3933,5537-UXXVS,Female,0,Yes,No,1,0,0,Bank transfer (automatic),19.25,375.25,No,19.5,False,True,False,False,1,2019-07-03,One Line,No Internet Service,Month-to-Month
3934,5539-HIVAK,Female,1,Yes,No,2,0,0,Mailed check,25.7,734.6,No,28.6,False,True,False,False,1,2018-10-03,Two or More Lines,No Internet Service,Month-to-Month
3935,5539-TMZLF,Male,1,No,No,1,2,0,Electronic check,69.75,69.75,Yes,1.0,True,True,True,True,0,2021-01-03,One Line,Fiber Optic,Month-to-Month
